dialog_key,context,response
LCCC-101993,继做梦不停吃辣条之后，又做梦不停撵狗,不我是真的撵着狗跑了
ECM-043971,中大奖了。,快颁奖!奖品是啥?
LCCC-045203,"最怕气氛突然安静
还怕自己突然制造的声音
场面一度十分尴尬",只能尬笑
LCCC-063903,新乌龙女校1，2、闻香识女人、恶老板、,谢谢~
LCCC-069848,"好久面谈我猜不到
可以。这么晚不睡哦？明天回来？",明天回来睡不着的你不是为没睡
LCCC-083517,去过的举手了,去过也可以再来玩儿嘛……
KDCONV-000769,"没有诶，只在中国内地和台湾发行了，不明白为啥要搞英文版。。。
我记得是华纳唱片公司的出品，这是外国企业吗？
我查了一下，还真是外国公司，总部在美国呢！
不会和华纳兄弟有什么关系吧？！
哈哈你猜的真准，他本来隶属于拥有华纳兄弟影片公司的时代华纳集团。你知道他旗下有哪些艺人吗？
这我哪知道。。。我猜有个林俊杰？
恭喜你，猜的不错，还有蔡依林，潘玮柏，萧敬腾等人，真是没想到啊！
蔡依林也是啊？！我超喜欢她的爱情36计和日不落。
她绝对配得上偶像一词，获得过两次最受欢迎女歌手和两次最佳女歌手呢！
哈哈那必须的，但她可不仅仅是歌手，她还是服装设计师呢~",太强了，大爱小阿姨！
LCCC-054182,在听《和你一样》，听下，什么感觉~~,嗯，没听过呢，我去听听
LCCC-015336,"像我佛系减肥该吃吃该喝喝缘分到了自然会瘦
哈哈哈哈但是你人美歌甜啊，我老让我室友听你唱歌哈哈哈
不要吓你的室友好吗
其实我的重点是，快听，我妹妹唱的
那麻烦你下次放记得放唱的好听点的
恩，每首都好听啊",哎哟我这位美丽的姐姐怎么这么会说话
LCCC-034468,我就知道你有眼光,可能因为我们都有点弯
LCCC-059443,"那个骗你的骗子现在还和你联系吗？
还在联系喔
那个骗子前天骗了我，现在就已经不在线消失了",你报警了吗，这个可以让警察差查，不过会有点难找到
LCCC-038949,我还在考虑织夏装,必须在10月搞定！！！
LCCC-032884,"以后你再把我照得这门美我们就不要再做彼此的天使了
你把我也照的美！！！！！！
你最美
肯定的！
快睡了
这么早",我切洗漱了
LCCC-012227,我才不老呢！,我老了
ECM-088588,闹哄哄的哈哈，很欢腾~,拉屎拉尿的谁伺候的？
LCCC-093197,"他们都是战斗力不到5的渣渣。和我多聊聊，你就知道谁更厉害了！
你的优势在哪里
只要叔投资我会好好做的哈哈
你都能干什么
暖床啊
正经的
行...等我头发长出来了吧.到时候酒吧咱们喝一道
一点都不好玩
你觉得啥好玩哈哈",答非所问
LCCC-013559,"有什么好工作介绍吗
建议你去出卖肉体
没人要怎么办
你在逗我吗
这种事能开玩笑的吗
那你还是继续读书吧
不是跟你说了吗，我把校长开除了。。。
去别的学校啊
没得读了还读个鸟啊
可以，读你自己的鸟",友谊的小船翻了又翻
LCCC-069080,我欢喜这车！,买咯
LCCC-020455,还有，我想以后如果有时间，每晚都和你们聊聊天，可以讨论一些有趣的话题。,聊啥呢？
ECM-107082,嫁了之后呢？,嫁后睁眼闭眼吧，都继承事实了
KDCONV-002654,"听过啊，很又年代感的音乐。
这张专辑有几首歌呢？
有15首歌。
这种专辑的制作人是谁呢？
制作人是范晓萱。
范晓萱是哪年出生的呢？
她是1977年出生的，她还有其他名字吗？
别名小魔女。
她的外文名字叫什么呢？
外文名字叫MavisFan。",她是哪个星座的呢？
ECM-088389,尼玛玛了啦！！！,人家爱你！
LCCC-036852,"给我雨荷可好
不行不行
让我们红尘做伴...
因为爱情!不会轻易悲伤!
哎呀咦呀~爱的抱抱
我害羞了
不要糟蹋这个词好吗
咱白告诉特
一二三四.",又不是过山车...
KDCONV-000507,"轻武器博物馆你去过吗？
去过，挺不错的，值得体验。
这个景点适合游玩多久呢？
建议游玩0.5小时-0.7小时。
你知道景点的电话吗？
电话是010-80190380，你知道景点的开放时间吗？",开放时间是8:30-16:00。
ECM-065961,你今天好无聊啊不如今晚我们打麻将吧？,我不无聊啊我准备去游泳了游到你们打完麻将
LCCC-025780,"忍不了了我想吃怎么办
不介意你舔屏
连一句请我吃这种客套话都不说么",这种话不现实哇等开学着
LCCC-041932,"如果努力过仍无法适应该怎么办呢？
应该继续努力。直到有收获…
可是人的精力毕竟有限吧，我现在快到承受不了的程度勒，虽然我也想继续努力…可是还可以吗？",怎么回事呢？也许吧，总会有人是放弃的那一个。也许，谁到最后都会放弃，赢的那个就是最晚放弃的。
LCCC-009820,"宿友把我拉黑了很孤独的感觉当场哭出来了
拉回去",我删掉了，一个我很喜欢的小哥哥经常和他聊天我也删掉了
LCCC-047386,我要抓紧时间搞书。。搞完休息了才回你的。。,搞什么书阿
ECM-075570,好吃吗？打包快递一份回来,还可以~快递回来还能吃吗？哈哈
ECM-107502,嗲死了闹,有机会一定要来玩啊，绝对赞
LCCC-054008,"好友匹配么？原来比我坑的大有人在
本来五黑就容易输，他们还一个比一个坑",一定是新手，当然选择原谅他们啊
LCCC-056638,"我可不喜欢骗人。
但我喜欢被骗啊
原来啊。。
难道你看出什么了?
没看出来呢？
太好啦",是很好！
LCCC-092130,不是说罐头装是强制去汞么，求指教,只要是合格品，其实汞含量还是有保证的。不过多吃就行。
ECM-026530,而家消左未啊？,没啊、不可能甘快消失的、
ECM-057776,投诉啥？,找这位同志投诉吧，找他管用！
LCCC-030063,和谐都是这玩意儿吧，不过和谐的电制很不错!,和谐的电制动也不行，网压高光失流。
LCCC-084187,哎呀馋死我了,哈哈哈哈很香哦
ECM-084104,你怎么说服她拍的。。,只能怪裙子短了，不知道效果，越看越没有伦理道德拉1
LCCC-081712,心上有把刀,谁干的？
LCCC-050736,"我现在看上去已经瘦了可是体重就卡在那了
再接再厉！
哼都怪你",为啥赖我⋯⋯⋯⋯莫名中枪⋯⋯
ECM-105494,200貌似是手续费的上限了，这年头银行乱七八糟的收费品种贼多,吆，一看就是经常跑业务的~
LCCC-094135,"我又跑
好啊！来吧",几时啊?
ECM-020632,是的，都是很年轻的人，和平时代警察是个相当危险的职业,致敬……
LCCC-067002,"我心疼
那就打电话问她啊。。",打电话她又不还，倒贴钱
LCCC-024932,"不勤劳就得跪搓衣板咯
家教甚严",是啊
KDCONV-000615,"知道搏击俱乐部这部电影吗？
知道，是一部改编自【恰克·帕拉尼克】的同名小说的电影。
影片讲述的是什么能说上来吗？
能，讲述的是生活苦闷的泰勒为了找寻刺激与好友杰克组成“【搏击俱乐部】”，在那里他们可以把一切不快的情绪宣泄，借着自由搏击获得片刻快感的故事。
嗯，此片上映后也算有一些小名气，获得了第72届奥斯卡金像奖最佳音效剪辑提名。
哦，是哪年上映的呀？
1999年10月15日。
主演更是有布拉德·皮特吧？
是的，还有海伦娜·伯翰·卡特。
那导演是谁？",大卫·芬奇呀。
LCCC-092504,"您在福建哪里读书
泉州～
泉州听起来好像挺好玩，我等找个时间去找你玩～
好啊。大泉州有些地方景色还很好呢。",那我一定要去找你玩了
KDCONV-002082,"是的，这部电影不只是北野武自编自导，还是他和关口雄介，岸本加世子主演的。
好厉害！
还有呢，这部片子还是北野武工作室出品的。
有人说这部影片讲的就是北野武和他父亲，是吗？
这个我就不清楚了，我只知道菊次郎是北野武已去世的父亲名字。这部电影是在两地拍摄的，你知道是哪两个地方吗？
我猜有一个是东京，哪个我就猜不出来了，你告诉我吧？
你猜错了，不是东京是名古屋和滨松。
我在网上搜索这部影片应该搜哪年？
这部电影是1999年出品的，同年6月上映的。你知道搜哪类电影吗？
喜剧呗！制片人是谁呀？",森昌行是制片人，你问制片人干什么？
LCCC-012380,我最不喜欢练腿最累了,我今天差点吐健身房里
LCCC-044671,"看到夏露露的名字，我想起了妖尾的猫
就是。。出自那个。。",找一只嗨皮
LCCC-020926,"头头爱你不变哈哈
憨得很的头头！
就是爱你爱着你。。。。
傻蛋一个咯",你才傻蛋呢
LCCC-024288,"来！开一瓶
病了！干一杯
好好休息，身体重要！
感冒在家睡了一天！今天写好了祝福，没有探友",好好休息，按时吃药！把身体养的棒棒的！
LCCC-041096,热水澡肯定不会包治百病，但我想例外也不会太多,从前有个人说要保护你后来大风大浪都是他给的
ECM-016781,我不信,至于你信不信我反正信了...
LCCC-103103,"膜拜豫哥
请你吃
真的好想吃！能空投么？！",不能清盘了
ECM-073804,应该说湘潭最近老来电,哈哈~言辞很犀利~
LCCC-107646,哇为什么是一模一样的床单,不一样！！你失去了再睡它的机会
LCCC-033924,"你这么闲看青蛙，你晚上没看球？
就是下来楼看球无意看到的
哦～～～～～～这样，
，，你有看？
准备看的说，",然后？？
LCCC-042577,"菲菲，我建议你可以看下中医。。
中医骗子多！",不能以偏概全，那是你没遇到好的中医
LCCC-050079,忽如一夜春风来，千树万树梨花开。,姐姐。这好像不是梨花
ECM-010706,晚安，好梦。,好梦。你也好梦！
LCCC-039467,想知道鞋是什么牌子的,你找到了么
LCCC-071007,"傻呵呵的，生日快乐哦
啧啧啧礼物呢",说吧，要啥，再送你个男朋友怎么样
ECM-090652,两个可怜的娃都要军训,环境好，而且有我中意葛海同沙滩
ECM-002736,感慨人生呢？,是啊!忽然就心生感慨!
LCCC-062503,"你在哪个学校啊
我要毕业了",嗯。好吧
LCCC-002607,"谢谢亲下午告诉我在哪终于看到坤打篮球了激动~~
回家的时候很淡定，现在却很不淡定啊。。现在兴奋了
哈哈特别兴奋而且还会想看怎么看都不过瘾
下午早早就回家了现在拍戏的画面一直从脑海中徘徊
应该忘不掉吧~~一辈子记着
没错没错，，我怕晚上太兴奋睡不着
肯定会睡不着的",越讲越激动，越讲越兴奋哈
LCCC-043898,去学生会面试啦？,是啊。去丢脸了
LCCC-066222,"哇哦！醒醒的脸好小！瘦好多喔！
二猫！！！！俺耐你！！！！！！！！",低调低调哈哈哈哈
LCCC-056156,王甜甜！戴眼镜很犯规知不知道！！！,同！戴眼镜把我撩死
LCCC-099084,"洗洗睡吧
晚安",晚安
LCCC-023584,天阿！！我胖了阿！！！！,回来让我捏一下
LCCC-029269,那个国梁同学还让我休产假睡觉呢。。,你哪来的产假喔
ECM-061350,十年之后，我们都是什么样子？,也许我是那个脸皮厚，生了又想出家的。呵
ECM-067934,林子大了，什么鸟都有。,但像这种赤裸裸数典忘祖的鸟确实让人讨厌。
ECM-032427,没太大用，我侧身睡，还是打呼噜,吾已不念，叹昔人旧语仿如臭屁，呜呼唉哉…
ECM-004385,我的工种叫做全能打杂~活动部常规工作兼行政,你还敢来见我吗？
ECM-012480,挺好的,可怜的孩子也想有个人照顾，现在的小孩都太孤单
ECM-081380,"好吧,咱们都有选择性遗忘哈",生物不错对得起老师了我完全不记得了
LCCC-063059,"直到看到她对他的样子，我才知道我们从来没开始过
看到对她的样子才知道他真的没爱过我",都一样抱抱
LCCC-043815,"寿司加鸡蛋吗
嗯嗯，我百度了，加什么的也有
没听说",现在听说了吧
LCCC-053407,我也要贝壳。,你回家来啊要哪个给你哪个
ECM-014092,他暑假也不回来啊？,对的呀孤单寂寞冷
LCCC-061066,我用逻辑和你说话，你说我不科学。那不合逻辑的到底是谁？,过分夸大天命的作用，是典型的客观唯心主义
LCCC-023328,"二黑怎么样？
那是我一同学的外号~",不就正好么？
LCCC-014582,"稳日出离食好过啦
距挚爱",难道你不喜欢?
LCCC-079588,见面给你说,你不说我睡不着
LCCC-108421,等他生日那天给他说声生日快乐,我也是这样想的，对他说声生日快乐，然后就删了他，再不打扰
LCCC-021101,"一个人赖床和两个人赖床
有道理！
起床没
起来了，都准备出去了，又要和老师去忙活一天
这样充实！",忙活玩啦，开心
